age_group,socioeconomic_group,experience_years,test_score,college_graduation_year_gap,employment_gap,neighborhood_quality,hired
Young,High,7,69.3841,0,0,1,1
Senior,High,9,76.3274,1,0,1,1
Senior,Low,1,69.046,1,0,0,0
Senior,Low,10,63.6901,1,1,0,1
Young,Low,6,72.7139,1,0,1,1
Senior,Low,6,82.84,0,0,0,1
Young,Low,6,51.7046,1,0,0,1
Young,Low,6,43.229,0,0,0,1
Young,Low,10,57.0049,0,1,0,1
Young,Low,7,68.1749,0,0,0,1
Senior,Low,10,78.0481,0,1,0,1
Senior,High,6,50.1574,1,0,0,1
Senior,High,1,30.0,1,0,1,0
Young,Low,3,57.3583,0,0,1,1
Young,High,2,62.0913,0,0,0,0
Young,High,6,47.5659,0,0,1,1
Senior,High,8,53.6586,1,0,1,1
Young,High,3,78.0093,0,0,0,1
Senior,High,10,66.1718,1,0,0,1
Senior,High,8,70.1843,0,1,0,1
Young,Low,8,59.6648,0,1,1,1
Senior,Low,5,53.6883,0,0,0,1
Young,High,8,59.5565,0,0,1,1
Senior,High,6,72.4832,1,0,1,1
Senior,Low,5,42.6302,1,0,0,0
Young,High,9,89.7526,0,0,1,1
Young,Low,7,73.6229,0,0,1,1
Senior,Low,8,56.9618,0,0,0,1
Senior,Low,1,77.2011,1,1,0,0
Young,High,2,83.3352,0,0,1,1
Senior,Low,8,60.0449,1,0,1,1
Senior,High,9,61.7512,0,0,1,1
Senior,Low,4,87.4021,1,1,1,1
Young,Low,10,96.7846,1,1,0,1
Senior,High,10,65.4415,1,1,0,1
Senior,High,9,47.6268,1,1,1,1
Young,High,4,57.941,1,0,0,0
Young,Low,10,80.4952,0,0,0,1
Senior,High,10,49.5468,0,0,1,1
Young,Low,10,61.8758,0,0,0,1
Senior,High,9,69.3888,1,0,1,1
Young,Low,7,51.1593,0,0,1,1
Young,Low,2,81.4465,0,0,0,1
Senior,Low,9,75.4095,0,0,1,1
Young,Low,4,95.1432,0,0,0,1
Senior,High,8,76.7219,0,1,1,1
Young,High,7,50.5867,1,0,1,1
Senior,Low,7,72.9555,1,1,0,1
Young,High,8,79.8203,0,1,0,1
Young,High,1,80.5922,1,0,1,1
Senior,High,5,53.3474,1,0,1,1
Young,High,2,51.5549,1,1,1,0
Senior,High,2,47.9054,1,0,1,0
Young,Low,1,89.071,1,0,0,1
Senior,High,5,74.3432,1,0,0,1
Young,Low,2,52.6817,0,0,1,1
Senior,High,4,66.9078,0,0,1,1
Young,Low,3,63.1447,0,0,0,1
Young,High,3,50.4113,0,1,1,0
Young,Low,2,65.5428,0,0,0,0
Young,Low,6,67.8604,0,0,1,1
Senior,High,2,93.9688,0,1,0,0
Young,Low,8,55.1647,0,0,1,1
Senior,Low,8,39.359,1,0,0,1
Young,Low,5,49.2657,0,1,0,0
Young,Low,10,51.6103,1,1,1,1
Senior,High,7,58.5961,0,0,1,1
Senior,Low,4,49.3024,1,1,1,0
Young,High,1,77.3318,0,0,0,1
Young,High,2,48.2595,0,1,1,0
Young,Low,10,65.3003,1,0,0,1
Senior,High,10,95.0029,0,0,1,1
Senior,Low,4,73.3035,0,1,1,1
Young,Low,1,71.7614,0,1,0,0
Senior,Low,8,92.8597,1,0,1,1
Senior,Low,9,83.6847,1,0,0,1
Senior,High,4,73.4769,0,0,0,1
Senior,High,10,60.3391,0,1,0,1
Young,High,3,64.6597,0,0,1,1
Young,High,2,63.9304,1,0,1,1
Young,High,5,58.9786,1,0,0,1
Young,High,3,68.1805,0,0,1,1
Senior,Low,10,70.2612,1,0,0,1
Senior,Low,7,46.3306,1,0,0,0
Young,High,6,89.4806,1,0,1,1
Young,Low,1,71.147,0,0,1,1
Young,High,8,61.0583,1,0,1,1
Senior,High,2,68.3176,0,1,1,1
Young,Low,5,78.9555,1,0,1,1
Senior,Low,9,42.9997,1,0,0,1
Young,Low,8,63.4241,0,0,0,1
Young,High,2,47.2122,0,1,1,0
Senior,Low,9,100.0,1,0,0,1
Senior,Low,5,67.0728,1,0,1,1
Young,Low,10,47.3338,0,1,1,1
Senior,Low,6,100.0,1,0,1,1
Senior,Low,3,56.9597,1,1,0,0
Senior,Low,3,61.8638,0,1,1,1
Young,Low,10,62.948,0,1,0,1
Senior,Low,8,52.2807,0,1,0,1
Young,Low,10,68.7103,1,0,0,1
Senior,High,10,31.8389,1,1,0,0
Young,Low,2,81.2885,0,0,0,0
Young,High,2,48.0829,0,1,1,1
Young,High,5,58.7702,1,1,0,1
Senior,Low,6,76.2728,1,0,1,1
Young,Low,2,61.9331,1,0,1,0
Senior,Low,5,62.5468,1,1,0,0
Senior,High,7,49.8188,1,0,1,1
Young,Low,10,96.4347,1,0,0,1
Senior,High,10,72.9722,0,0,1,1
Young,Low,8,48.7582,0,0,0,1
Senior,Low,7,67.6727,1,0,0,1
Young,Low,8,47.698,0,0,0,1
Senior,Low,9,90.8362,0,0,0,1
Senior,Low,5,67.9946,1,1,1,1
Senior,Low,5,50.3668,0,0,1,1
Senior,High,10,75.4639,1,0,1,1
Young,High,4,60.8289,0,0,1,1
Senior,Low,9,45.6766,1,0,1,1
Senior,Low,5,70.7157,1,0,1,1
Senior,High,2,70.2926,0,0,1,1
Young,Low,10,82.066,0,0,1,1
Senior,High,8,65.9676,0,1,1,1
Senior,Low,7,66.6059,0,0,0,1
Senior,Low,8,67.402,0,1,1,1
Young,Low,3,88.9292,0,1,0,1
Senior,Low,4,60.3489,0,0,1,1
Young,High,5,72.0418,0,0,1,1
Senior,High,6,74.2512,1,0,1,1
Young,Low,1,70.2466,0,0,0,0
Senior,Low,4,59.7814,1,0,1,1
Senior,High,10,66.8091,0,1,1,1
Young,Low,5,63.5951,1,0,0,1
Senior,High,7,94.3882,0,0,0,1
Young,Low,5,58.1335,0,1,0,1
Senior,Low,1,51.3113,0,1,0,0
Senior,High,7,64.907,1,1,0,1
Senior,High,8,63.8495,1,1,1,1
Senior,Low,7,67.9527,0,1,0,1
Senior,Low,4,58.1383,0,1,1,1
Young,Low,8,66.6556,0,0,0,1
Young,Low,5,66.9441,0,0,0,1
Senior,Low,10,78.5898,1,0,1,1
Senior,Low,9,66.3951,0,1,1,1
Senior,Low,10,66.5371,0,0,0,1
Senior,High,5,72.7452,1,1,1,1
Young,High,1,78.0148,0,0,1,1
Senior,High,9,50.2449,0,0,0,1
Young,Low,5,46.2152,0,0,0,1
Senior,High,6,90.4322,0,0,1,1
Young,Low,4,75.5611,1,0,0,0
Young,Low,6,61.7092,0,0,1,1
Young,Low,8,65.2955,0,0,1,1
Young,High,3,59.1116,0,0,1,1
Senior,High,5,68.1692,0,0,0,1
Young,High,2,50.4224,0,0,0,1
Young,High,2,77.6025,0,0,1,1
Young,High,7,67.6318,0,0,1,1
Young,Low,10,68.1744,0,1,1,1
Young,Low,10,51.5909,1,0,0,1
Young,Low,10,72.864,0,0,0,1
Senior,Low,6,51.9354,0,0,0,1
Senior,High,4,54.6177,1,0,1,1
Senior,Low,5,66.3143,1,0,1,1
Young,Low,1,100.0,0,0,0,1
Young,High,7,67.572,1,0,1,1
Senior,Low,8,30.0,1,1,0,0
Senior,High,9,55.3625,1,0,1,1
Young,Low,8,75.2559,0,0,0,1
Young,Low,5,48.0731,1,0,0,0
Young,High,3,77.4665,0,0,1,1
Young,Low,10,67.3823,0,1,1,1
Young,Low,9,79.8699,0,1,0,1
Senior,Low,6,56.6172,1,0,0,0
Senior,High,5,55.4482,1,1,1,1
Senior,Low,3,73.4748,1,0,0,1
Senior,High,6,64.8871,1,0,1,1
Senior,High,3,63.9797,1,1,1,1
Senior,High,10,88.5345,0,1,0,1
Senior,Low,6,74.0621,1,0,1,1
Young,Low,4,35.1512,0,1,0,0
Young,Low,2,76.986,0,0,0,1
Young,Low,8,75.4845,0,0,0,1
Senior,High,4,82.7737,0,0,1,1
Senior,High,9,50.9045,1,0,0,1
Young,High,7,69.8721,0,0,0,1
Senior,High,2,66.6745,1,0,1,1
Young,High,4,50.6355,0,0,1,1
Senior,High,5,79.2015,0,0,1,1
Young,High,3,61.3768,1,0,1,1
Young,High,9,82.291,1,0,0,1
Young,High,5,53.8571,0,0,1,1
Young,High,2,43.0912,1,0,1,0
Young,Low,3,61.3615,1,0,0,0
Young,Low,9,68.4787,0,0,1,1
Senior,Low,7,56.9871,1,1,0,0
Senior,High,2,30.0,1,1,1,0
Young,High,9,70.7547,0,0,1,1
Senior,Low,4,70.6847,1,1,1,0
Senior,High,9,75.3075,1,0,1,1
Young,High,2,59.2926,1,1,1,1
Young,High,10,58.4742,0,0,1,1
Young,High,4,86.6048,0,0,1,1
Young,High,5,41.3689,0,0,0,1
Senior,High,2,61.2932,1,1,1,0
Young,Low,10,67.1345,0,0,0,1
Senior,High,1,74.0903,1,0,1,1
Senior,High,7,67.5465,1,0,1,1
Young,Low,10,51.1701,1,0,1,1
Senior,High,1,82.5142,0,0,1,1
Young,High,8,65.0286,0,1,1,1
Senior,Low,3,39.98,0,0,1,1
Young,High,10,68.1376,1,1,1,1
Senior,High,6,72.1292,1,1,1,1
Senior,High,7,94.4112,1,0,1,1
Young,High,10,71.1313,1,0,1,1
Senior,Low,1,42.7696,1,0,0,0
Senior,Low,6,43.2965,1,0,1,1
Senior,High,7,83.8806,1,1,1,1
Senior,Low,6,52.958,0,0,0,1
Senior,Low,4,41.7563,1,0,0,0
Young,High,1,80.0077,0,0,1,1
Young,Low,9,57.864,0,0,0,1
Senior,High,4,79.2052,0,0,1,1
Young,High,7,51.2792,0,0,1,1
Senior,High,7,87.1072,1,0,1,1
Senior,High,2,78.081,0,0,1,1
Young,High,1,54.1597,0,1,1,0
Young,Low,8,40.0941,0,0,0,1
Senior,High,8,99.5775,0,0,0,1
Young,High,7,61.8469,1,1,1,1
Senior,High,8,53.559,0,0,1,1
Young,Low,3,85.7946,0,0,1,1
Senior,Low,2,79.1864,1,0,0,1
Young,Low,7,82.7419,0,0,1,1
Senior,Low,8,63.5224,0,1,0,1
Young,Low,1,93.2158,0,0,0,1
Senior,High,10,45.3407,0,1,1,1
Young,Low,9,56.7193,1,0,1,1
Senior,Low,4,70.8482,0,0,1,1
Senior,Low,4,82.5217,1,0,1,1
Young,Low,3,74.9174,0,0,1,1
Young,High,6,63.757,1,0,1,1
Young,High,1,57.8728,0,0,1,1
Senior,High,6,82.6027,0,0,1,1
Senior,Low,2,76.4659,1,0,1,1
Senior,High,9,51.8821,0,1,1,1
Young,High,2,51.436,0,0,1,1
Young,Low,7,56.8177,0,0,0,1
Senior,High,1,54.8936,0,1,1,1
Young,Low,7,80.4476,0,0,1,1
Senior,High,5,71.536,1,0,1,1
Young,High,8,73.3668,0,0,1,1
Senior,High,4,67.875,1,0,1,1
Young,Low,10,68.5816,0,0,0,1
Young,High,7,41.2727,0,0,1,1
Senior,High,6,76.9128,1,0,1,1
Senior,Low,5,56.5478,0,0,0,1
Senior,High,4,64.5027,1,0,1,1
Young,Low,7,57.9024,0,0,0,1
Young,Low,5,67.1881,0,1,0,1
Senior,High,5,73.5964,1,0,1,1
Senior,Low,1,49.8672,1,1,0,0
Young,High,2,68.7912,1,0,1,0
Young,Low,5,58.265,0,0,1,1
Young,High,3,84.8219,0,0,1,1
Senior,Low,2,48.2806,0,0,1,1
Young,High,4,49.9623,1,1,1,0
Young,Low,4,59.6064,1,0,0,0
Young,High,4,51.1153,1,0,1,1
Young,High,4,61.6343,0,0,1,1
Young,High,3,57.0817,1,0,1,1
Senior,High,7,66.3262,1,0,1,1
Young,Low,9,80.1211,0,0,0,1
Senior,High,5,66.0692,0,1,1,1
Young,Low,4,67.4353,0,0,0,1
Senior,Low,2,49.1402,1,0,0,0
Senior,Low,2,62.9891,0,0,1,1
Senior,High,5,58.6737,0,0,0,1
Senior,High,7,75.2246,1,0,1,1
Young,Low,10,53.5315,1,1,0,1
Young,High,10,52.0902,0,1,1,1
Senior,High,9,69.7614,1,1,1,1
Senior,Low,7,94.7015,0,1,0,1
Senior,Low,5,62.3608,1,1,1,1
Senior,Low,10,67.5231,1,1,1,1
Senior,High,10,79.2203,0,0,1,1
Young,Low,10,72.6486,0,0,1,1
Young,High,6,72.7472,0,0,1,1
Senior,High,3,63.5721,0,1,1,1
Senior,Low,5,63.864,0,1,1,1
Young,High,8,53.6728,1,0,0,1
Senior,High,1,72.2956,1,0,1,1
Young,High,1,71.9533,0,0,1,1
Senior,Low,7,75.7575,1,0,0,1
Young,Low,5,57.6784,0,0,0,1
Young,Low,5,77.452,0,0,1,1
Senior,Low,1,82.0,1,0,1,1
Young,High,9,46.7906,0,0,1,1
Senior,High,1,60.5469,0,0,1,1
Senior,High,5,82.6254,0,0,1,1
Senior,High,10,55.2567,0,1,1,1
Young,High,9,72.9314,1,0,1,1
Young,Low,4,65.1286,0,0,0,1
Young,High,8,69.9632,0,0,1,1
Senior,High,6,65.5858,1,1,0,0
Senior,High,3,76.1926,0,0,1,1
Senior,High,4,49.6772,1,0,1,1
Senior,Low,2,51.3002,1,1,0,0
Senior,High,1,86.9677,0,1,1,1
Senior,High,8,96.5054,1,0,0,1
Young,Low,1,64.9187,1,0,1,1
Senior,High,1,90.729,0,1,1,1
Young,High,4,53.4234,0,0,1,1
Senior,High,10,57.0262,0,1,0,1
Senior,Low,10,86.8623,0,1,0,1
Senior,Low,6,77.0616,0,0,0,1
Young,Low,9,89.0964,0,0,0,1
Young,High,1,72.0283,1,1,1,0
Young,Low,7,49.8118,0,1,0,1
Young,High,10,68.3537,0,0,1,1
Young,High,5,83.03,0,0,1,1
Senior,High,8,63.009,0,0,1,1
Senior,High,7,60.7035,1,1,0,1
Young,Low,4,72.2578,1,0,0,1
Young,Low,4,56.6074,1,0,0,0
Young,Low,6,69.4325,1,0,1,1
Senior,Low,6,65.9525,1,0,0,1
Senior,Low,9,57.6438,1,1,0,1
Senior,High,5,79.7111,1,0,1,1
Young,High,8,74.6898,1,0,1,1
Senior,Low,5,59.6949,0,0,0,1
Senior,High,2,64.7756,0,0,0,1
Young,Low,6,60.9309,1,0,1,1
Senior,High,9,55.4203,1,0,1,1
Young,High,3,39.526,1,0,1,0
Senior,High,1,57.7426,1,1,1,0
Young,High,1,55.6396,0,1,1,1
Senior,High,3,66.7234,1,0,1,1
Senior,Low,10,71.6105,0,1,0,1
Senior,High,5,52.9672,0,1,0,0
Senior,Low,3,70.6025,0,0,0,1
Young,High,9,50.6563,0,0,1,1
Young,High,8,63.1206,0,0,1,1
Young,High,3,55.9637,0,0,1,1
Young,Low,9,76.1926,0,0,1,1
Senior,High,6,66.7516,1,1,1,1
Young,Low,7,63.3475,0,0,0,1
Senior,High,4,55.6213,1,0,1,1
Senior,Low,4,60.0674,0,1,0,0
Senior,High,2,92.4359,0,0,1,1
Young,Low,5,57.4837,0,0,0,1
Senior,Low,8,72.1911,1,0,1,1
Senior,Low,7,63.3103,0,0,1,1
Young,High,7,71.7624,0,0,0,1
Senior,High,6,77.5546,1,1,1,1
Senior,High,3,59.6903,0,1,1,1
Young,Low,5,75.6466,1,1,1,1
Senior,Low,1,100.0,0,0,0,1
Young,Low,7,73.5131,1,0,1,1
Young,High,9,89.2037,1,1,1,1
Young,High,1,72.2157,1,0,1,1
Young,High,2,51.0206,0,0,1,1
Young,Low,3,69.1354,0,0,0,1
Young,Low,3,60.0442,0,0,1,1
Senior,Low,8,56.0609,0,0,1,1
Senior,High,7,63.9112,1,0,1,1
Senior,Low,6,62.6787,1,1,0,0
Young,Low,10,49.1011,0,1,1,1
Young,High,10,100.0,0,0,1,1
Senior,Low,4,77.1181,0,0,0,1
Young,Low,9,68.6659,0,0,0,1
Young,Low,1,66.3482,0,0,1,1
Senior,Low,2,83.0352,0,1,0,1
Young,High,4,96.1336,0,0,0,1
Senior,High,3,75.2763,0,0,1,1
Senior,Low,1,66.8179,0,0,0,0
Young,High,5,87.0897,1,0,1,1
Young,Low,7,67.1354,0,0,0,1
Senior,Low,2,71.5297,1,1,1,0
Young,Low,5,80.0152,0,1,0,1
Young,Low,6,59.2028,0,0,0,1
Senior,High,7,33.8625,0,1,1,0
Young,High,1,58.4738,0,0,1,1
Senior,High,7,76.595,0,1,1,1
Senior,High,4,75.5383,1,0,1,1
Young,High,8,85.1401,0,0,1,1
Young,High,4,59.0475,0,0,1,1
Young,Low,6,88.7139,0,0,1,1
Young,Low,9,67.776,1,1,0,1
Young,High,5,74.0662,0,0,1,1
Senior,High,4,78.5542,0,1,1,1
Young,Low,8,44.275,1,0,0,1
Senior,High,9,49.9265,1,0,1,1
Senior,High,4,49.4286,1,1,0,0
Senior,High,3,81.0833,1,0,1,1
Senior,Low,8,60.4182,0,0,1,1
Young,High,5,95.4137,1,0,1,1
Senior,Low,2,65.0506,0,0,0,1
Senior,High,10,42.9294,0,0,1,1
Young,Low,9,54.9137,0,1,1,1
Young,High,3,66.7606,0,1,0,1
Senior,High,2,72.7278,1,0,1,1
Young,Low,1,50.2274,0,0,0,0
Young,Low,8,73.5272,0,0,1,1
Young,Low,3,77.5331,0,0,1,1
Young,Low,7,55.3858,0,1,0,1
Senior,Low,1,94.5374,1,1,0,0
Senior,Low,1,57.0101,1,1,1,0
Senior,Low,9,50.0018,1,1,0,1
Young,High,8,42.0617,0,0,1,1
Young,High,3,83.3096,1,0,1,1
Young,High,6,65.3432,1,0,1,1
Young,Low,3,57.8107,1,0,0,0
Young,High,4,42.8879,0,0,1,1
Senior,High,1,59.1612,0,0,1,1
Young,Low,5,100.0,1,1,1,1
Senior,Low,1,32.8327,0,0,1,1
Young,Low,1,55.5251,0,0,1,1
Young,High,10,91.8918,0,0,1,1
Young,Low,7,83.7346,1,0,0,1
Senior,High,6,56.4406,1,1,1,1
Senior,High,2,68.0539,0,0,1,1
Senior,High,2,71.9441,0,0,1,1
Young,High,7,67.0076,0,1,1,1
Young,High,1,91.7668,0,1,1,1
Senior,Low,2,70.0963,1,1,0,0
Young,High,8,82.0327,0,0,0,1
Senior,Low,6,67.724,0,0,1,1
Young,Low,2,34.5142,0,1,1,0
Young,High,7,47.1138,0,0,1,1
Young,High,4,50.2268,0,0,1,1
Young,High,2,61.2607,0,0,1,1
Senior,Low,6,96.1762,0,0,1,1
Young,High,9,70.4362,0,1,1,1
Young,High,9,63.4132,1,1,1,1
Young,High,8,83.5784,0,0,1,1
Young,Low,3,43.2217,0,0,1,1
Senior,Low,3,57.6546,0,1,1,1
Senior,High,2,55.4401,1,0,0,0
Senior,Low,5,70.9706,0,1,0,1
Senior,Low,4,78.4375,0,0,1,1
Young,Low,7,72.0723,1,0,0,1
Senior,Low,4,72.3097,1,1,0,0
Young,Low,9,59.5834,0,1,0,1
Young,Low,2,69.8114,0,0,1,1
Senior,Low,6,52.4024,1,0,1,1
Young,High,7,75.1121,0,0,1,1
Senior,High,4,57.491,1,1,1,0
Young,High,6,48.1774,0,0,0,1
Senior,Low,7,65.5673,0,0,0,1
Senior,Low,4,36.3033,1,1,0,0
Senior,High,8,87.1156,0,0,0,1
Senior,Low,9,76.9565,1,0,0,1
Senior,High,1,70.0545,1,1,1,0
Young,High,7,40.6447,0,0,1,1
Senior,Low,9,54.4971,1,0,1,1
Young,High,10,65.6084,0,0,1,1
Senior,High,5,61.0534,1,0,1,1
Senior,Low,2,39.6715,1,0,1,0
Senior,Low,10,45.2536,0,0,0,1
Young,High,6,60.7536,0,0,1,1
Young,Low,7,45.7507,0,0,1,1
Senior,Low,2,85.5708,1,0,0,0
Young,High,2,72.4181,0,1,1,1
Young,High,10,52.948,1,0,0,1
Young,Low,10,82.5373,0,1,0,1
Senior,High,1,79.5156,1,0,1,1
Senior,Low,4,69.3344,1,0,0,0
Young,Low,7,64.4062,1,0,1,1
Young,Low,9,60.5229,1,0,0,1
Young,High,3,56.9009,0,0,1,1
Senior,Low,7,44.9481,0,0,1,1
Senior,High,7,87.9249,0,0,1,1
Young,High,7,57.1923,0,0,1,1
Young,High,2,65.423,1,0,1,1
Young,High,6,51.3463,1,0,1,1
Senior,Low,2,61.1082,0,0,0,0
Senior,High,6,100.0,0,1,1,1
Young,High,10,54.11,0,0,1,1
Young,Low,3,86.7289,1,0,0,0
Young,High,2,64.5829,0,0,1,1
Senior,Low,6,75.1991,1,1,0,1
Young,High,2,83.6687,0,0,1,1
Senior,Low,5,69.084,1,0,0,1
Senior,Low,2,59.7244,1,0,0,0
Young,High,3,62.2086,0,0,1,1
Young,High,3,62.7136,0,0,1,1
Young,High,6,92.9656,0,0,1,1
Senior,Low,6,42.7381,1,1,1,1
Senior,High,10,38.4391,0,0,1,1
Senior,High,3,39.4392,1,0,1,0
Senior,High,3,51.591,1,0,1,1
Young,High,1,75.5012,0,1,1,1
Senior,High,7,76.4213,1,1,1,1
Senior,Low,8,55.8875,0,0,0,1
Young,High,2,64.5726,0,0,0,1
Senior,High,4,48.2555,0,1,1,1
Senior,Low,10,49.6467,1,1,1,1
Senior,Low,7,73.698,1,0,0,1
Senior,High,8,80.7153,0,1,1,1
Senior,High,1,57.8477,0,0,1,1
Senior,High,4,89.5252,1,0,1,1
Young,Low,6,79.4841,0,0,0,1
Young,High,3,88.8759,1,0,1,1
Senior,Low,5,60.4859,1,0,0,0
Young,Low,10,87.8103,1,0,1,1
Young,Low,9,97.6931,0,0,0,1
Young,High,3,58.8122,0,1,0,0
Young,High,5,62.6875,0,0,0,1
Senior,High,8,50.7842,0,0,1,1
Senior,High,6,47.8368,0,0,0,1
Young,Low,4,48.0117,0,0,0,1
Young,Low,8,52.828,0,0,1,1
Young,Low,3,69.1211,0,0,0,1
Senior,Low,3,53.462,1,0,1,1
Senior,High,4,68.6624,0,0,1,1
Young,High,9,68.9727,1,0,1,1
Senior,High,5,57.9481,0,0,1,1
Senior,Low,8,64.0604,0,0,0,1
Senior,Low,6,57.0813,0,1,1,1
Senior,Low,3,60.3389,0,0,0,1
Young,High,8,52.8671,1,0,1,1
Senior,High,9,66.2616,1,1,1,1
Young,Low,8,55.9918,0,0,1,1
Senior,High,4,47.509,0,0,1,1
Senior,Low,6,73.9014,1,0,0,1
Senior,Low,1,74.4094,0,0,0,1
Senior,Low,4,81.6755,1,0,0,1
Young,High,8,49.634,0,0,1,1
Senior,High,1,57.7861,0,0,1,1
Senior,High,3,68.4574,1,0,1,1
Senior,High,1,57.4694,1,1,1,0
Young,High,9,73.5637,0,0,1,1
Young,Low,2,72.469,0,0,0,1
Young,Low,9,72.1894,0,0,1,1
Senior,High,4,86.895,1,1,1,1
Senior,High,2,74.6612,0,0,1,1
Young,High,4,67.3084,0,0,0,1
Senior,High,10,62.097,0,1,1,1
Senior,Low,6,63.142,0,0,0,1
Senior,High,7,49.0368,1,0,0,1
Senior,High,3,38.5143,1,1,1,0
Senior,High,3,71.9563,0,0,1,1
Senior,Low,10,83.3545,0,0,0,1
Young,Low,8,60.0483,0,0,0,1
Senior,High,5,88.8064,0,0,0,1
Senior,Low,4,62.3523,0,0,0,1
Senior,Low,7,35.6934,0,0,0,1
Senior,Low,7,78.7737,1,0,0,1
Senior,High,9,57.8107,0,0,1,1
Young,Low,9,80.1317,1,0,1,1
Young,Low,5,45.8371,0,0,1,1
Young,Low,8,71.1807,1,0,0,1
Young,Low,10,52.9931,1,1,1,1
Senior,Low,1,68.0211,0,0,0,1
Senior,High,9,76.4991,0,1,1,1
Young,Low,8,73.016,1,0,0,1
Young,Low,6,66.0405,0,0,0,1
Senior,Low,3,44.3231,0,0,0,0
Young,High,3,75.9552,0,0,1,1
Senior,Low,8,80.4715,1,1,0,1
Senior,Low,5,49.355,1,1,1,0
Senior,High,10,51.5596,1,1,1,1
Young,Low,7,81.1034,0,0,1,1
Young,Low,5,61.8734,0,1,0,1
Senior,Low,8,51.9483,1,1,0,1
Senior,High,10,69.0883,0,0,1,1
Young,High,10,55.4221,0,0,1,1
Senior,Low,4,67.4156,0,0,1,1
Young,High,2,58.8019,0,0,0,1
Senior,Low,3,60.0873,1,0,0,0
Young,High,8,81.656,0,0,1,1
Senior,Low,7,30.0,1,1,1,0
Young,High,2,73.3213,0,0,1,1
Young,Low,6,79.1818,1,0,0,1
Young,High,9,55.6701,0,0,0,1
Young,High,4,79.0665,0,0,1,1
Senior,High,9,50.6146,0,0,1,1
Senior,High,2,55.1002,0,0,1,1
Young,Low,2,53.3725,0,0,0,1
Young,Low,9,79.2694,1,0,0,1
Senior,High,7,38.8258,1,0,1,1
Senior,Low,7,89.6022,0,1,1,1
Senior,High,1,60.4259,1,0,1,0
Young,Low,6,74.2237,0,1,1,1
Young,Low,7,72.9306,0,0,0,1
Senior,Low,6,67.2685,1,0,1,1
Young,High,6,55.9897,0,0,1,1
Senior,Low,2,83.6356,1,0,0,1
Young,High,6,57.2772,0,0,1,1
Senior,Low,4,54.0313,1,1,0,0
Young,High,9,78.1657,0,0,0,1
Senior,Low,1,67.1862,1,0,1,1
Young,Low,8,85.3673,0,0,0,1
Senior,Low,5,64.06,0,0,0,1
Young,High,1,55.2369,0,0,1,1
Senior,Low,4,69.1212,0,0,0,1
Senior,High,1,58.2857,1,0,1,1
Senior,Low,6,55.6712,1,1,1,1
Senior,High,2,77.4783,1,0,1,1
Senior,High,5,92.4733,0,0,1,1
Senior,Low,7,61.3031,0,1,1,1
Young,High,2,50.3789,0,0,1,1
Senior,High,6,62.6982,1,1,1,0
Young,High,6,72.722,0,0,1,1
Young,High,5,68.8622,1,0,0,0
Young,Low,5,82.9135,1,1,1,1
Young,Low,3,74.9763,0,0,0,1
Senior,High,10,48.4489,1,0,1,1
Senior,High,10,57.6002,0,0,1,1
Senior,High,2,44.2875,0,1,1,0
Senior,High,7,82.1702,1,0,1,1
Young,Low,1,35.1217,0,0,1,1
Young,Low,6,45.75,0,1,0,0
Young,High,6,57.323,0,0,1,1
Young,High,3,73.4588,0,0,1,1
Young,High,2,57.1752,0,0,0,1
Young,Low,2,59.5216,0,0,1,1
Senior,Low,9,59.8171,0,1,0,1
Senior,High,5,67.5917,0,1,1,1
Senior,High,7,46.6923,1,0,1,1
Senior,Low,5,50.7923,1,1,0,0
Senior,Low,7,90.2139,1,0,0,1
Young,High,4,71.036,0,0,1,1
Senior,High,8,76.4117,0,0,0,1
Senior,High,10,65.8704,0,0,1,1
Young,Low,10,62.8958,0,0,1,1
Young,High,7,71.857,0,0,1,1
Senior,High,10,75.9142,0,1,1,1
Young,Low,5,77.6911,0,0,1,1
Senior,High,6,63.1016,0,0,1,1
Senior,Low,5,79.3306,0,0,0,1
Young,High,7,30.0,0,1,1,1
Young,High,2,78.3843,0,0,1,1
Young,Low,5,58.5964,0,1,0,1
Young,High,10,73.3007,0,1,1,1
Young,Low,3,55.2601,0,0,1,1
Senior,Low,9,45.0996,0,1,0,1
Young,High,6,70.0956,0,1,1,1
Senior,Low,10,42.477,0,0,1,1
Young,High,3,59.0048,0,0,1,1
Senior,Low,7,52.8136,1,0,1,1
Young,High,4,62.3745,0,1,1,1
Young,Low,3,76.9581,0,0,0,1
Senior,High,8,57.6523,1,1,1,1
Senior,High,4,69.7187,0,1,0,1
Young,Low,1,76.0902,0,0,0,1
Senior,Low,6,55.8912,0,1,0,1
Young,High,10,56.1087,0,0,1,1
Young,High,1,85.5399,1,0,1,1
Young,Low,5,63.8092,1,1,0,0
Young,Low,7,72.6371,0,1,0,1
Senior,High,6,72.5234,1,1,1,1
Young,High,2,47.0302,1,0,1,0
Young,High,4,53.5869,0,1,1,1
Senior,Low,2,70.6302,0,0,1,1
Senior,High,1,33.9903,0,0,1,0
Young,High,3,61.8305,0,0,1,1
Senior,Low,3,52.0207,1,0,0,1
Young,High,7,81.6576,0,0,1,1
Senior,High,1,70.1917,0,1,1,1
Senior,High,9,82.8687,1,0,1,1
Senior,High,6,64.4131,0,1,0,1
Young,High,4,63.2917,1,0,1,1
Young,Low,3,60.4261,0,0,0,1
Young,High,3,57.454,1,0,1,1
